Ticket_Loc,Issue_Date,Issue_Time,Route,Badge_Numb,Issue_Agen,Violation_,Violation1,Fine_Amt,Plate_Type,License_St,Vehicle_Ma,Vehicle_Co,Vehicle_St,Comment,Street_Num,Street_Nam,Lat,Long
957 COMMONWEALTH AVE,02/25/2015 12:00:00 AM,10:28:00 PM,F01,109,1,312,TAXI STAND,50,BU,MA,FORD,7,VN,,957,COMMONWEALTH AVE,42.3519,-71.1189
96 BERKELEY ST,02/25/2015 12:00:00 AM,10:50:00 AM,E04,115,1,92,METER FEE UNPAID,25,CO,MA,CHEV,7,VN,,96,BERKELEY ST,,
96 BERKELEY ST,02/24/2015 12:00:00 AM,8:20:00 AM,B04,115,1,92,METER FEE UNPAID,25,PA,MA,COOP,4,2D,,96,BERKELEY ST,,
96 BERKELEY ST,02/25/2015 12:00:00 AM,10:53:00 AM,E04,115,1,92,METER FEE UNPAID,25,PA,MA,ROVE,7,4D,,96,BERKELEY ST,,
96 BERKELEY ST,02/25/2015 12:00:00 AM,10:51:00 AM,E04,115,1,92,METER FEE UNPAID,25,PA,MA,ROVE,7,4D,,96,BERKELEY ST,,
96 BERKELEY ST,02/25/2015 12:00:00 AM,8:09:00 AM,E04,115,1,92,METER FEE UNPAID,25,PA,MA,JEEP,8,4D,,96,BERKELEY ST,,
96 BERKELEY ST,02/24/2015 12:00:00 AM,8:21:00 AM,B04,115,1,92,METER FEE UNPAID,25,PA,MA,TOYT,1,4D,,96,BERKELEY ST,,
96 BERKELEY ST,02/24/2015 12:00:00 AM,8:22:00 AM,B04,115,1,92,METER FEE UNPAID,25,PA,MA,AUDI,2,4D,,96,BERKELEY ST,,
96 BLACKSTONE ST,02/25/2015 12:00:00 AM,12:19:00 PM,A11,310,1,93,DOUBLE PARK ZONE A,45,TA,MA,TOYT,7,4D,,96,BLACKSTONE ST,42.3615,-71.0564
96 BUNKER HILL ST,02/24/2015 12:00:00 AM,11:01:00 AM,CHAS,162,1,63,RESIDENT PARK ONLY,40,PA,MA,VOLV,1,4D,,96,BUNKER HILL ST,42.3774,-71.0585
96 BUNKER HILL ST,02/25/2015 12:00:00 AM,1:01:00 PM,CHAS,117,1,63,RESIDENT PARK ONLY,40,PA,MA,VOLV,1,4D,,96,BUNKER HILL ST,42.3774,-71.0585
96 CHESTNUT HILL AVE,02/23/2015 12:00:00 AM,3:42:00 AM,F05,370,1,14,NO STOP OR STAND,75,PA,MA,SCI,1,2D,NO STOPPING - ANYTIME,96,CHESTNUT HILL AVE,42.3442,-71.1532
96 G ST,02/25/2015 12:00:00 AM,10:33:00 PM,SB,251,1,63,RESIDENT PARK ONLY,40,PA,MA,JEEP,1,4D,,96,G ST,42.3326,-71.044
96 G ST,02/24/2015 12:00:00 AM,10:34:00 PM,SB,251,1,63,RESIDENT PARK ONLY,40,PA,MA,JEEP,1,4D,,96,G ST,42.3326,-71.044
96 G ST,02/23/2015 12:00:00 AM,10:42:00 PM,SB,187,1,63,RESIDENT PARK ONLY,40,PA,MA,JEEP,8,4D,NO RPP,96,G ST,42.3326,-71.044
96 MOUNTFORT ST,02/27/2015 12:00:00 AM,2:44:00 PM,C04,224,1,63,RESIDENT PARK ONLY,40,PA,MA,CADI,7,4D,,96,MOUNTFORT ST,42.3481,-71.1052
96 SOUTH ST,02/26/2015 12:00:00 AM,11:26:00 AM,A21,260,1,92,METER FEE UNPAID,25,PA,MA,TOYT,8,4D,,96,SOUTH ST,42.3512,-71.0572
96 SOUTH ST,02/25/2015 12:00:00 AM,6:00:00 PM,A20,116,1,92,METER FEE UNPAID,25,PA,MA,TOYT,7,FW,,96,SOUTH ST,42.3512,-71.0572
96 SOUTH ST,02/24/2015 12:00:00 AM,5:55:00 PM,A20,116,1,92,METER FEE UNPAID,25,PA,MA,FORD,8,FW,,96,SOUTH ST,42.3512,-71.0572
969 DORCHESTER AVE,02/24/2015 12:00:00 AM,6:09:00 PM,DOR,201,1,324,B - BUS STOP/STAND,100,PA,MA,VOLV,8,SW,,969,DORCHESTER AVE,42.3178,-71.0569
97 BUNKER HILL ST,02/25/2015 12:00:00 AM,5:24:00 PM,CHAS,117,1,329,OVER POST LIM-ZONE B,25,PA,MA,VOLV,1,2D,,97,BUNKER HILL ST,42.3778,-71.0586
97 COLBURN ST,02/26/2015 12:00:00 AM,4:20:00 PM,F04,359,1,93,DOUBLE PARK ZONE A,45,PA,MA,UPS,3,TK,,97,COLBURN ST,,
97 ENDICOTT ST,02/24/2015 12:00:00 AM,2:21:00 PM,A01,374,1,63,RESIDENT PARK ONLY,40,PA,MA,NISS,8,4D,,97,ENDICOTT ST,42.3642,-71.0572
97 GENEVA AVE,02/25/2015 12:00:00 AM,2:36:00 PM,DOR,201,1,77,DRIVEWAY,25,PA,MA,CADI,8,4D,,97,GENEVA AVE,42.3066,-71.0794
97 ST STEPHEN ST,02/27/2015 12:00:00 AM,8:14:00 PM,D02,113,1,63,RESIDENT PARK ONLY,40,PA,MA,TOYT,1,4D,NO RPP,97,ST STEPHEN ST,42.3416,-71.0888
972 COMMONWEALTH AVE,02/24/2015 12:00:00 AM,2:21:00 PM,F03,159,1,93,DOUBLE PARK ZONE A,45,CO,MA,UPS,3,TK,,972,COMMONWEALTH AVE,,
973 COMMONWEALTH AVE,02/23/2015 12:00:00 AM,11:38:00 AM,F02,212,1,93,DOUBLE PARK ZONE A,45,CO,MA,FRHT,4,TK,,973,COMMONWEALTH AVE,42.352,-71.1196
973 TREMONT ST,02/27/2015 12:00:00 AM,12:42:00 PM,D02,113,1,314,CROSSWALK,85,AP,MA,INTL,1,TK,,973,TREMONT ST,42.3375,-71.0841
98 BERKELEY ST,02/24/2015 12:00:00 AM,8:18:00 AM,B04,115,1,92,METER FEE UNPAID,25,PA,MA,NISS,8,4D,,98,BERKELEY ST,,
98 BERKELEY ST,02/24/2015 12:00:00 AM,8:24:00 AM,B04,115,1,92,METER FEE UNPAID,25,PA,MA,MAZD,8,4D,,98,BERKELEY ST,,
98 BERKELEY ST,02/24/2015 12:00:00 AM,8:25:00 AM,B04,115,1,85,NOT IN METER SPACE,25,PA,MA,BMW,7,4D,BLOCKING 2 METERS,98,BERKELEY ST,,
98 BERKELEY ST,02/24/2015 12:00:00 AM,8:23:00 AM,B04,115,1,92,METER FEE UNPAID,25,PA,MA,BMW,1,4D,,98,BERKELEY ST,,
98 BERKELEY ST,02/25/2015 12:00:00 AM,10:56:00 AM,E04,115,1,324,B - BUS STOP/STAND,100,CO,MA,UPS,3,TK,,98,BERKELEY ST,,
98 CHELSEA ST,02/24/2015 12:00:00 AM,10:59:00 AM,EB,202,1,329,OVER POST LIM-ZONE B,25,PA,MA,SATU,1,4D,,98,CHELSEA ST,42.3724,-71.0361
98 CHELSEA ST,02/25/2015 12:00:00 AM,4:07:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,PA,MA,CHEV,2,PU,RPP EXPIRED,98,CHELSEA ST,42.3724,-71.0361
98 DARTMOUTH ST,02/24/2015 12:00:00 AM,8:16:00 PM,B14,371,1,63,RESIDENT PARK ONLY,40,PA,MA,KIA,1,4D,,98,DARTMOUTH ST,42.346,-71.0755
98 DARTMOUTH ST,02/25/2015 12:00:00 AM,1:04:00 PM,B11,234,1,92,METER FEE UNPAID,25,PA,MA,TOYT,8,4D,,98,DARTMOUTH ST,42.346,-71.0755
98 DARTMOUTH ST,02/25/2015 12:00:00 AM,10:28:00 PM,B10,366,1,63,RESIDENT PARK ONLY,40,PA,MA,HOND,8,4D,,98,DARTMOUTH ST,42.346,-71.0755
98 DECATUR ST,02/25/2015 12:00:00 AM,2:59:00 PM,CHAS,117,1,329,OVER POST LIM-ZONE B,25,PA,MA,CHEV,1,PU,,98,DECATUR ST,,
98 DECATUR ST,02/27/2015 12:00:00 AM,3:45:00 PM,CHAS,117,1,329,OVER POST LIM-ZONE B,25,SP,MA,DODG,7,VN,,98,DECATUR ST,,
98 MEDFORD ST,02/23/2015 12:00:00 AM,8:06:00 PM,A14,371,1,63,RESIDENT PARK ONLY,40,PA,MA,BUIC,1,4D,,98,MEDFORD ST,,
98 MORRIS ST,02/26/2015 12:00:00 AM,10:41:00 AM,EB,261,1,329,OVER POST LIM-ZONE B,25,PA,MA,TOYT,7,4D,,98,MORRIS ST,42.377,-71.0317
98 MORRIS ST,02/26/2015 12:00:00 AM,10:40:00 AM,EB,261,1,329,OVER POST LIM-ZONE B,25,PA,MA,MITS,1,4D,,98,MORRIS ST,42.377,-71.0317
980 HARRISON AVE,02/27/2015 12:00:00 AM,2:17:00 PM,D05,304,1,329,OVER POST LIM-ZONE B,25,PA,MA,MAZD,2,4D,,980,HARRISON AVE,42.3323,-71.0784
985 DORCHESTER AVE,02/24/2015 12:00:00 AM,6:04:00 PM,DOR,201,1,14,NO STOP OR STAND,75,PA,MA,CHEV,8,4D,NO STOPPING - ANYTIME,985,DORCHESTER AVE,42.317,-71.0569
99 ARLINGTON ST,02/26/2015 12:00:00 AM,1:18:00 AM,F06,338,1,77,DRIVEWAY,25,PA,MA,HOND,8,4D,,99,ARLINGTON ST,42.3528,-71.1565
99 BEACON ST,02/24/2015 12:00:00 AM,12:24:00 PM,A09,166,1,92,METER FEE UNPAID,25,PA,MA,FORD,7,4D,,99,BEACON ST,42.2553,-71.1127
99 BERKELEY ST,02/25/2015 12:00:00 AM,8:08:00 AM,E04,115,1,92,METER FEE UNPAID,25,PA,MA,HOND,7,4D,,99,BERKELEY ST,42.3473,-71.0704
99 BROOKLINE AV,02/26/2015 12:00:00 AM,5:49:00 PM,C03,375,1,92,METER FEE UNPAID,25,PA,MA,FORD,3,4D,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/26/2015 12:00:00 AM,11:12:00 AM,C03,219,1,92,METER FEE UNPAID,25,PA,MA,ACUR,3,4D,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/25/2015 12:00:00 AM,5:06:00 PM,C03,375,1,92,METER FEE UNPAID,25,PA,MA,HYUN,1,4D,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/26/2015 12:00:00 AM,5:51:00 PM,C03,375,1,92,METER FEE UNPAID,25,PA,MA,SUBA,6,4D,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/26/2015 12:00:00 AM,3:54:00 PM,C03,375,1,92,METER FEE UNPAID,25,PA,MA,VOLV,8,4D,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/26/2015 12:00:00 AM,11:13:00 AM,C03,219,1,92,METER FEE UNPAID,25,CO,MA,CHEV,1,VN,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/26/2015 12:00:00 AM,11:55:00 AM,C03,219,1,92,METER FEE UNPAID,25,PA,MA,JEEP,8,4D,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/27/2015 12:00:00 AM,12:05:00 PM,C03,219,1,92,METER FEE UNPAID,25,CO,MA,FORD,2,PU,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/27/2015 12:00:00 AM,8:28:00 AM,C03,219,1,92,METER FEE UNPAID,25,,RI,FORD,8,4D,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/25/2015 12:00:00 AM,5:06:00 PM,C03,375,1,92,METER FEE UNPAID,25,PA,MA,CHEV,8,PU,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/26/2015 12:00:00 AM,5:50:00 PM,C03,375,1,92,METER FEE UNPAID,25,PA,MA,FORD,1,4D,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/26/2015 12:00:00 AM,2:01:00 PM,C03,219,1,92,METER FEE UNPAID,25,CO,MA,FORD,2,PU,,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AV,02/26/2015 12:00:00 AM,8:27:00 AM,C03,219,1,92,METER FEE UNPAID,25,CO,MA,DODG,9,PU,EXPIRED REGISTRATION STICKER,99,BROOKLINE AV,42.3463,-71.0999
99 BROOKLINE AVE,02/26/2015 12:00:00 AM,8:26:00 AM,C03,219,1,322,EXPIRED/NO PLATE,40,CO,MA,DODG,9,PU,EXP: 12/14. EXPIRED REGISTRATION STICKER,99,BROOKLINE AVE,42.3463,-71.0999
99 CHARLES ST,02/28/2015 12:00:00 AM,10:39:00 AM,A07,197,1,92,METER FEE UNPAID,25,PA,MA,ACUR,1,4D,,99,CHARLES ST,42.359,-71.0705
99 CHARLES ST,02/27/2015 12:00:00 AM,3:05:00 PM,A08,120,1,313,HYDRANT,100,,ME,TOYT,8,4D,,99,CHARLES ST,42.359,-71.0705
99 HIGH ST,02/25/2015 12:00:00 AM,1:15:00 PM,A14,195,1,38,LOADING ZONE,55,CO,MA,CHEV,7,VN,,99,HIGH ST,42.3542,-71.0548
99 HIGH ST,02/24/2015 12:00:00 AM,3:07:00 PM,A15,188,1,38,LOADING ZONE,55,PA,MA,LEXU,8,4D,,99,HIGH ST,42.3542,-71.0548
99 HIGH ST,02/27/2015 12:00:00 AM,12:09:00 PM,A15,188,1,38,LOADING ZONE,55,PA,MA,DODG,2,4D,,99,HIGH ST,42.3542,-71.0548
99 HIGH ST,02/27/2015 12:00:00 AM,12:09:00 PM,A15,188,1,323,EXPIRED INSPECTION,40,PA,MA,DODG,2,4D,EXP: 01/15,99,HIGH ST,42.3542,-71.0548
99 HIGH ST,02/27/2015 12:00:00 AM,11:35:00 AM,A14,195,1,38,LOADING ZONE,55,CO,MA,FORD,7,VN,,99,HIGH ST,42.3542,-71.0548
99 MASSACHUSETTS AVE,02/28/2015 12:00:00 AM,8:41:00 AM,B09,159,1,323,EXPIRED INSPECTION,40,PA,MA,TOYT,3,4D,EXP: 0113,99,MASSACHUSETTS AVE,,
99 MORRIS ST,02/26/2015 12:00:00 AM,10:40:00 AM,EB,202,1,329,OVER POST LIM-ZONE B,25,PA,MA,LINC,8,4D,,99,MORRIS ST,42.3769,-71.0314
99 NEWBURY ST,02/28/2015 12:00:00 AM,12:44:00 PM,B01,248,1,38,LOADING ZONE,55,PA,MA,HYUN,8,4D,,99,NEWBURY ST,42.3518,-71.0753
99 NEWBURY ST,02/27/2015 12:00:00 AM,3:17:00 PM,B01,183,1,38,LOADING ZONE,55,,MI,TOYT,8,4D,,99,NEWBURY ST,42.3518,-71.0753
99 NEWBURY ST,02/25/2015 12:00:00 AM,1:55:00 PM,B03,213,1,38,LOADING ZONE,55,CO,MA,FORD,2,VN,,99,NEWBURY ST,42.3518,-71.0753
99 NEWBURY ST,02/28/2015 12:00:00 AM,6:14:00 PM,B01,215,1,38,LOADING ZONE,55,CO,MA,CHEV,7,VN,NO COMMERCIAL ID,99,NEWBURY ST,42.3518,-71.0753
99 NORWAY ST,03/01/2015 12:00:00 AM,11:53:00 PM,B08,360,1,322,EXPIRED/NO PLATE,40,PA,MA,TOYT,8,4D,EXP: 02/15,99,NORWAY ST,42.3454,-71.0883
99 RUSSELL ST,02/24/2015 12:00:00 AM,2:44:00 PM,CHAS,293,1,63,RESIDENT PARK ONLY,40,PA,MA,NISS,8,4D,INVALID PERMIT: NE36185,99,RUSSELL ST,42.3808,-71.0682
99 SALEM ST,02/27/2015 12:00:00 AM,8:48:00 PM,A03,121,1,63,RESIDENT PARK ONLY,40,,RI,TOYT,8,4D,,99,SALEM ST,,
99 SALEM ST,02/27/2015 12:00:00 AM,9:33:00 AM,A03,192,1,38,LOADING ZONE,55,CO,MA,FORD,2,4D,NO COMMERCIAL ID,99,SALEM ST,,
99 ST BOTOLPH ST,02/28/2015 12:00:00 AM,1:11:00 PM,B10,272,1,99,OVER METER LIMIT,25,PA,MA,TOYT,4,4D,OVER METER LIMIT 2 HOUR LIMIT,99,ST BOTOLPH ST,42.345,-71.0809
99 ST BOTOLPH ST,02/23/2015 12:00:00 AM,9:51:00 AM,B12,234,1,92,METER FEE UNPAID,25,PA,MA,NISS,7,4D,,99,ST BOTOLPH ST,42.345,-71.0809
99 SUMMER ST,02/27/2015 12:00:00 AM,11:15:00 AM,A19,198,1,38,LOADING ZONE,55,CO,MA,FORD,7,4D,NO COMMERCIAL ID,99,SUMMER ST,42.3535,-71.0587
99 SUMMER ST,02/26/2015 12:00:00 AM,11:35:00 AM,A18,227,1,14,NO STOP OR STAND,75,CO,MA,UPS,3,TK,NO STOPPING - ANYTIME,99,SUMMER ST,42.3535,-71.0587
99 SUMMER ST,02/25/2015 12:00:00 AM,1:47:00 PM,A18,198,1,38,LOADING ZONE,55,CO,MA,DODG,7,PU,,99,SUMMER ST,42.3535,-71.0587
993 RIVER ST,02/27/2015 12:00:00 AM,11:51:00 AM,HP,441,1,14,NO STOP OR STAND,75,PA,MA,TOYT,8,4D,NO STOPPING - ANYTIME,993,RIVER ST,42.2609,-71.1151
99X BROOKLINE AV,02/25/2015 12:00:00 AM,11:11:00 AM,C01,256,1,92,METER FEE UNPAID,25,CO,MA,CHEV,2,VN,,0,BROOKLINE AV,42.3463,-71.0999
A ST / BINFORD ST,02/25/2015 12:00:00 AM,11:04:00 AM,A17,210,1,14,NO STOP OR STAND,75,PA,MA,JEEP,8,4D,NO STOPPING - ANYTIME,0,A ST,42.347,-71.0511
A ST / BINFORD ST,02/23/2015 12:00:00 AM,11:45:00 AM,SB,110,1,14,NO STOP OR STAND,75,CO,MA,FORD,7,VN,NO STOPPING - ANYTIME,0,A ST,42.347,-71.0511
A ST / CONGRESS ST,02/26/2015 12:00:00 AM,1:26:00 PM,A17,210,1,20,NO PARKING,55,PA,MA,TOYT,3,4D,,0,A ST,42.3504,-71.0485
A ST / CONGRESS ST,02/24/2015 12:00:00 AM,2:48:00 PM,A17,210,1,20,NO PARKING,55,CO,MA,CHEV,7,PU,NO COMMERCIAL ID,0,A ST,42.3504,-71.0485
A ST / CONGRESS ST,02/27/2015 12:00:00 AM,11:23:00 AM,A17,210,1,14,NO STOP OR STAND,75,AP,MN,FRHT,7,TK,NO STOPPING - ANYTIME,0,A ST,42.3504,-71.0485
A ST / CONGRESS ST,02/25/2015 12:00:00 AM,12:48:00 PM,A17,210,1,20,NO PARKING,55,PA,MA,HOND,8,4D,,0,A ST,42.3504,-71.0485
A ST / IRON ST,02/28/2015 12:00:00 AM,11:16:00 AM,A17,183,1,323,EXPIRED INSPECTION,40,PA,MA,HOND,8,4D,EXP: 01/15,0,A ST,42.3451,-71.0526
A ST / IRON ST,02/23/2015 12:00:00 AM,3:12:00 PM,A17,345,1,323,EXPIRED INSPECTION,40,PA,MA,AUDI,1,4D,EXP: NONE. EXPIRED INSPECTION STICKER,0,A ST,42.3451,-71.0526
A ST / IRON ST,02/25/2015 12:00:00 AM,10:48:00 AM,A17,210,1,323,EXPIRED INSPECTION,40,PA,MA,HOND,8,4D,EXP: 8/14,0,A ST,42.3451,-71.0526
A ST / IRON ST,02/25/2015 12:00:00 AM,9:29:00 AM,A17,210,1,63,RESIDENT PARK ONLY,40,PA,MA,HYUN,1,4D,,0,A ST,42.3451,-71.0526
A ST / IRON ST,02/25/2015 12:00:00 AM,12:55:00 PM,A17,210,1,93,DOUBLE PARK ZONE A,45,PA,MA,TOYT,7,4D,,0,A ST,42.3451,-71.0526
A ST / IRON ST,02/25/2015 12:00:00 AM,9:27:00 AM,A17,210,1,63,RESIDENT PARK ONLY,40,PA,MA,HOND,1,4D,,0,A ST,42.3451,-71.0526
A ST / IRON ST,02/28/2015 12:00:00 AM,11:22:00 AM,A17,183,1,322,EXPIRED/NO PLATE,40,PA,MA,HOND,8,4D,EXP: 10/14,0,A ST,42.3451,-71.0526
A ST / IRON ST,02/23/2015 12:00:00 AM,3:10:00 PM,A17,345,1,322,EXPIRED/NO PLATE,40,PA,MA,TOYT,1,4D,EXP: 1014. EXPIRED REGISTRATION STICKER,0,A ST,42.3451,-71.0526
A ST / IRON ST,02/25/2015 12:00:00 AM,9:30:00 AM,A17,210,1,63,RESIDENT PARK ONLY,40,PA,MA,HOND,8,4D,,0,A ST,42.3451,-71.0526
A ST / MOUNT WASHINGTON AVE,02/25/2015 12:00:00 AM,11:00:00 AM,A17,210,1,323,EXPIRED INSPECTION,40,PA,MA,HOND,2,4D,EXP: 1. NO MA STICKER,0,A ST,42.3465,-71.0515
A ST / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,10:22:00 AM,A17,210,1,323,EXPIRED INSPECTION,40,PA,MA,TOYT,1,4D,EXP: 1/14,0,A ST,42.3465,-71.0515
A ST / MOUNT WASHINGTON AVE,02/26/2015 12:00:00 AM,1:03:00 PM,A17,210,1,322,EXPIRED/NO PLATE,40,,ME,BMW,8,4D,EXP: 11/14,0,A ST,42.3465,-71.0515
A ST / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,12:27:00 PM,A17,210,1,14,NO STOP OR STAND,75,PA,MA,HOND,8,4D,NO STOPPING - ANYTIME,0,A ST,42.3465,-71.0515
A ST / MT WASHINGTON AVE,02/28/2015 12:00:00 AM,3:54:00 PM,A17,183,1,323,EXPIRED INSPECTION,40,PA,MA,HOND,7,VN,EXP: 01/15,0,A ST,42.3465,-71.0515
A ST / MT WASHINGTON AVE,02/27/2015 12:00:00 AM,5:11:00 PM,A17,104,1,85,NOT IN METER SPACE,25,PA,MA,TOYT,1,PU,,0,A ST,42.3465,-71.0515
A ST / MT WASHINGTON AVE,02/28/2015 12:00:00 AM,11:24:00 AM,A17,183,1,322,EXPIRED/NO PLATE,40,PA,MA,JEEP,8,2D,EXP: 01/15,0,A ST,42.3465,-71.0515
A STREET / IRON ST,02/28/2015 12:00:00 AM,9:59:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,VOLK,8,4D,OTHER,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/27/2015 12:00:00 AM,12:58:00 PM,A17,210,1,99,OVER METER LIMIT,25,PA,MA,HOND,8,4D,2 HR PARKING,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:15:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,HOND,8,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/27/2015 12:00:00 AM,12:32:00 PM,A17,210,1,99,OVER METER LIMIT,25,PA,MA,FORD,8,4D,2 HR PARKING,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/25/2015 12:00:00 AM,1:18:00 PM,A17,210,1,99,OVER METER LIMIT,25,PA,MA,FORD,8,4D,2 HR PARKING,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/25/2015 12:00:00 AM,1:16:00 PM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,FORD,1,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/27/2015 12:00:00 AM,12:35:00 PM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,LEXU,8,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:17:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,LEXU,1,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:20:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,VOLV,8,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/23/2015 12:00:00 AM,3:07:00 PM,A17,345,1,92,METER FEE UNPAID,25,PA,MA,NISS,1,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:18:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,TOYT,2,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:21:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,HOND,1,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:17:00 AM,A17,183,1,92,METER FEE UNPAID,25,MC,MA,LEXU,1,4D,RE-ISSUE CITATION,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:15:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,TOYT,1,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,12:53:00 PM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,CADI,8,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,12:54:00 PM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,TOYT,2,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/25/2015 12:00:00 AM,10:50:00 AM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,FORD,8,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:19:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,CHRY,8,2D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/27/2015 12:00:00 AM,10:19:00 AM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,HOND,8,4D,,0,A STREET,42.3451,-71.0526
A STREET / IRON ST,02/28/2015 12:00:00 AM,11:19:00 AM,A17,183,1,92,METER FEE UNPAID,25,PA,MA,CHRY,8,4D,,0,A STREET,42.3451,-71.0526
A STREET / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,10:16:00 AM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,CADI,8,4D,,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,10:26:00 AM,A17,210,1,92,METER FEE UNPAID,25,CO,MA,CHEV,4,VN,,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/25/2015 12:00:00 AM,10:52:00 AM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,ACUR,1,4D,,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,10:23:00 AM,A17,210,1,92,METER FEE UNPAID,25,CO,MA,FORD,7,VN,,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/24/2015 12:00:00 AM,11:28:00 AM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,SMAR,7,2D,,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,10:18:00 AM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,JEEP,4,4D,,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,12:49:00 PM,A17,210,1,99,OVER METER LIMIT,25,PA,MA,HYUN,8,4D,2 HR PARKING,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,12:52:00 PM,A17,210,1,99,OVER METER LIMIT,25,PA,MA,FORD,7,PU,2 HR PARKING,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/27/2015 12:00:00 AM,12:47:00 PM,A17,210,1,92,METER FEE UNPAID,25,,NH,SUBA,8,4D,,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/25/2015 12:00:00 AM,1:00:00 PM,A17,210,1,99,OVER METER LIMIT,25,PA,MA,TOYT,2,4D,2 HR PARKING,0,A STREET,42.3465,-71.0515
A STREET / MOUNT WASHINGTON AVE,02/26/2015 12:00:00 AM,1:06:00 PM,A17,210,1,92,METER FEE UNPAID,25,PA,MA,MAZD,2,4D,,0,A STREET,42.3465,-71.0515
